Publish time,Post type,Title,Reactions,Comments,Shares,Total Engagement,Reach,Permalink
8/13/2025 5:34,Photos,"𝗙𝗜𝗡𝗔𝗟 𝗕𝗨𝗭𝗭𝗘𝗥 ⏳

🇵🇭 𝗣𝗛𝗜𝗟𝗜𝗣𝗣𝗜𝗡𝗘𝗦 — 60
🇦🇺 𝗔𝗨𝗦𝗧𝗥𝗔𝗟𝗜𝗔 — 84

Laban hanggang dulo. Puso hanggang huling segundo. Hindi man nakuha ang panalo, ipinakita ng Gilas ang 𝘁𝗶𝗯𝗮𝘆, 𝗴𝗮𝗹𝗶𝗻𝗴, 𝗮𝘁 𝘄𝗮𝗹𝗮𝗻𝗴-𝘀𝗮𝘄𝗮𝗻𝗴 𝗹𝗮𝗯𝗮𝗻 𝗽𝗮𝗿𝗮 𝘀𝗮 𝗯𝗮𝗻𝗱𝗲𝗿𝗮.

👏 Mabuhay Gilas Pilipinas, Salamat sa inspirasyon at laban para sa bayan.

The fight doesn’t end here. 🔥 

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan #JuanSports",348,115,28,491,47691,https://www.facebook.com/Juan365officialpage/posts/pfbid02wZVX9iAaXe2jkF3WVGoRYBqPkkFVt3egKDSKBsrGo7cQaXBCZRXCspTc11wFPNm4l
11/20/2025 0:00,Photos,"Ano ang pinaka budol na salita ang narinig mo sa tropa mo?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",262,165,59,486,12455,https://www.facebook.com/Juan365officialpage/posts/pfbid02natRtMhq9e72HtVKmWbM8FtLcJisA5cSq4FvvzJw8QAjHaBRRspNarz5YpV94V3il
9/10/2025 21:00,Photos,"Let’s goooo! Alex Eala pasok na sa São Paulo Open quarterfinals! 🫶🎾

All-out support para kay Alex, para sa Pinas!

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #JuanSports",288,151,44,483,26308,https://www.facebook.com/Juan365officialpage/posts/pfbid02dmZo2hg8MxAaJ4PGxLDAs5YDrRUtWFGgYrGgahHiWqawEG5ndQYEa6eikiYA2hmbl
11/24/2025 16:00,Photos,"Sama ka na sa saya – kasi dito sa Juan365 pwedeng ibang level ang swerte mo!
Ready ka na? Join us now!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",253,145,83,481,11410,https://www.facebook.com/Juan365officialpage/posts/pfbid02BTTsid1VKqsCc7hCZa4aE6ZNGvPDi1PZM5ZaWhLpnZaFEtB5G9PUUAQMiRowPfKMl
11/16/2025 20:00,Photos,"Monday mood: ‘Pwede ba fast-forward to weekend? Sino relate, Juankada?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",249,166,66,481,12941,https://www.facebook.com/Juan365officialpage/posts/pfbid0v6b5h2WsZs3gLgpqTn4LUBMsthidWftM3ojT55pnNhxv3vpTtH9igE2XSrJmPfhl
11/25/2025 0:00,Videos,"Level up your playtime! Try these 759 Gaming faves, Juankada—dito lang sa Juan365!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",276,132,73,481,10723,https://www.facebook.com/reel/1918814288981976/
11/18/2025 1:00,Photos,"Ano ang ultimate favorite mo sa Juan365, Juankada?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",196,249,35,480,17072,https://www.facebook.com/Juan365officialpage/posts/pfbid02QFmLe9wdTRGrxsJNgRUM1d6DzGJhKZFw6UWV3KvQYUcgbKuGVvrdBGc3MqJzFLTTl
6/28/2025 19:00,Photos,"Headache dahil sa maling taya? Walang lunas ‘yan.
Kaya sa Juan365 ka na — dito, sure na masaya! 🤑🔥

I-Click ang Sign up button sa aming profile or Message us to guide you, Juankada 🧑‍🌾

#Juan365 #Juan365PH #AllInJuanSaSaya",389,56,31,476,17172,https://www.facebook.com/Juan365officialpage/posts/pfbid0TRtp5qgiH1ZdEP85N5cTD6KHPUi4Qvwv1rRaBn75MzkAB1XgHU6moXqLz7c6Yhowl
11/13/2025 16:00,Videos,"Dalhin ang saya kahit saan! Download Juan365 App now!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",288,129,58,475,18914,https://www.facebook.com/reel/811391055076040/
4/26/2025 0:40,Photos,"Juander anong bago? 👀
Malalaman mo na ‘yan—malapit na! May papremyo, may saya, di lang ito laro! May bonus left and right dito! Winner? baka ikaw na! Excited ka na ba? 🥰🥳

#Juan365 #Juan365Cares #JuanderfulSaPanalo #JuanAndOnly #GamingForEveryJuan #LuckyJuan",340,34,100,474,4150,https://www.facebook.com/Juan365officialpage/posts/pfbid0SsMFSgQyTxniNjHbDeM6PGTYZLKzkDqp6VunNpGpwrQiEMeFzGxKbFobwpzfzSn1l
7/2/2025 19:03,Photos,"Ang lamig! 🥶 Masarap mag... 🤔😉

I-Click ang Sign up button sa aming profile or Message us to guide you, Juankada 🧑‍🌾

#Juan365  #Juan365PH  #AllInJuanSaSaya",346,95,31,472,17906,https://www.facebook.com/Juan365officialpage/posts/pfbid02aQBwC8TKWacVyYD95vKDuqz9yCHt7feggodFL8tcfe3CvDdHceUxjeK2etdxtmVQl
11/21/2025 20:00,Photos,"Ready na ba ang OOTD at dance moves mo sa Christmas Party?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",264,140,64,468,12078,https://www.facebook.com/Juan365officialpage/posts/pfbid0Ba8KYCwuPcGQjrAXWRTQTM3KD4w4b8MfSA1zs4E5tm9fzEYbrTFeqsdaDQPqYYnQl
7/26/2025 0:01,Photos,"🔥 WALANG PRENO! 🔥
Jericho Cruz dominated the finals with pure hustle and heart! 
Finals MVP with 13.3 PPG, 3.5 RPG, and 3.3 APG — Yan ang puso ng tunay na kampyon! 🏀 Saludo kami sa ‘yo, MVP! 🙌💯

Huwag magpahuli—join the fun, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",386,48,34,468,31214,https://www.facebook.com/Juan365officialpage/posts/pfbid02TDmgZMefdwYsghR7xN53jXJuiGTfqysX6eZTzcqgKgTt4Hcv8q2vbVxAaDPiquWXl
5/15/2025 22:38,Photos,"Join na sa aming official facebook community (https://www.facebook.com/groups/juan365officialgroup) para updated ka sa latest promotions and happenings ni Juan! 😉

ⓕ https://www.facebook.com/Juan365officialpage/ 
ꚠ https://www.tiktok.com/@juan365_philippines
🅾 https://www.instagram.com/juan365official/ 
𝕏 https://x.com/Juan365official 
▶️ https://www.youtube.com/@Juan365Philippines 
➤ https://t.me/juan365official

#Juan365 #Juan365PH #JuanCares #PinoyAngNoJuan #GamingForEveryJuan #JuanderfulsaPanalo #JuanBigwin #SulitKayJuan",324,33,110,467,3221,https://www.facebook.com/Juan365officialpage/posts/pfbid02voG9gPrkhPBpEgCuuHT9D7c87sCtqejWZNeGp64JSe9voRK6vLFjyTMPbAUxBkvsl
7/25/2025 2:00,Photos,"🏆 Lalong umiinit ang bakbakan sa PBA Philippine Cup Finals! Game 6 na! 🔥

San Miguel Beermen vs. TNT Tropang Giga — matatapos na ba ang serye sa kamay ng SMB, o mapipilit ng TNT ang do-or-die Game 7? 

Alamin mamayang 7:30 PM! 🏀🔥

#PBAFinals  #Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan #JuanSports",387,65,11,463,33138,https://www.facebook.com/Juan365officialpage/posts/pfbid032Cod9VLotSwi71QCfRhFWtdHM1fA8F8WQiemtuG3fpXs36bzwKFtnMeAHaRkF93zl
11/19/2025 3:00,Photos,"Scroll ka nang scroll…heto mag register ka!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",241,145,74,460,12737,https://www.facebook.com/Juan365officialpage/posts/pfbid034YE1poDM4ptx9rBeQrvHGT4BudoCQ34Pf7A8sDwUDzeDLVAGVxKdNae4jQfWm6Aal
11/30/2025 23:03,Photos,"Don’t miss your weekly cashback. Claim mo na, Juankada dali!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",259,106,94,459,12021,https://www.facebook.com/Juan365officialpage/posts/pfbid0WDrSDdbatfzBPAXf61yUGS7sM2vA2ZFVZP2CAdXkJEGzN7pswCyHn1SD2hUhH4bsl
8/7/2025 18:31,Photos,"NEW ZEALAND CLINCHES WIN OVER GILAS 🏀 

Matinding bakbakan ang naganap, pero sa huling buzzer, New Zealand ang nakalamang.

Final score: 🇵🇭 Gilas 86 – 94 New Zealand 🇳🇿 

Makakabawi kaya ang Gilas sa crucial game nila kontra Iraq sa August 9? 😱

Walang bibitaw. Abangan, Juankada! 

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",323,122,8,453,35536,https://www.facebook.com/Juan365officialpage/posts/pfbid02ap782Wjxpj4mf6LRyspb6DzH6jbhv8WDqPxyaSyyvcxS1VBp1raS2fDkU139SkV4l
6/25/2025 19:00,Photos,"Ultimate 'sana all' mo — 'yung tipong bigay na bigay ang universe! Ano 'yan? Share mo na! 🤔😌

I-Click ang Sign up button sa aming profile or Message us to guide you, Juankada 😎

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",328,65,56,449,13673,https://www.facebook.com/Juan365officialpage/posts/pfbid0RZZKn2dPB7155yTLUa1DKAZJH8z9AuFDoEBk4N26bQTrqfJ3RMvV4Xo2Mug7y8Qpl
7/23/2025 21:00,Photos,"Babangon ba muli ang TNT at hahatak ng Game 7? O tuluyan nang tatapusin ng San Miguel ang serye sa Game 6?

🔥 Matira ang matibay, walang atrasan! Abangan ang banggaan! 🏀

#PBAFinals  #Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan #JuanSports",365,65,17,447,31859,https://www.facebook.com/Juan365officialpage/posts/pfbid0YRr6sA9SwNkri41o17zJKcwYz7vbnK8bwgE8ihHVJFCkDW7iC5qSZ5Y8LhUZRdYsl
9/7/2025 4:01,Videos,"Try Jogo do Bicho!
Sama ang swerte at saya sa kakaibang laro na siguradong patok sa Juankada!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan",314,105,27,446,11911,https://www.facebook.com/Juan365officialpage/videos/2258853151220595/
6/19/2025 19:00,Photos,"Legit gaming starts with a legit profile, kaya KYC today, play the legit way! 💯

#Juan365 #Juan365PH #AllInJuanSaSaya",299,82,59,440,14254,https://www.facebook.com/Juan365officialpage/posts/pfbid02xthnnzmEtKmd3YdCEGyCddns1gG9eosuF8K1mqZH7mNfgMJ4AtYKXjxNsA4aqmSdl
11/19/2025 22:23,Photos,"Huwag palampasin ang saya—join na sa JuanSports at i-share ang post na ito!

 #Juan365PH #AllInJuanSaSaya #JuanKada #JuanSports",193,203,42,438,22917,https://www.facebook.com/Juan365officialpage/posts/pfbid07q8HuWHiiaijrqexJbDEY7h7UBif1wQuhA6KwkNsoHP8NbbQeF8DRKuQ8waxosBJl
8/9/2025 2:47,Photos,"Sa dalawang laban na puno ng hamon, sa wakas ay dumating ang unang panalo para sa Gilas Pilipinas! 🔥

At sa likod ng tagumpay na ito, isang pangalan ang kumislap sa court.

𝗣𝗹𝗮𝘆𝗲𝗿 𝗼𝗳 𝘁𝗵𝗲 𝗚𝗮𝗺𝗲: 𝗗𝗪𝗜𝗚𝗛𝗧 𝗥𝗔𝗠𝗢𝗦 🏀

📊 𝟐𝟑 𝐏𝐨𝐢𝐧𝐭𝐬 | 𝟏𝟎 𝐑𝐞𝐛𝐨𝐮𝐧𝐝𝐬 | 𝟏𝟓 𝐀𝐬𝐬𝐢𝐬𝐭𝐬

Dahil sa #Puso at walang sawang laban, buhay ang pag-asa! 🔥

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan #JuanSports",361,62,11,434,29488,https://www.facebook.com/Juan365officialpage/posts/pfbid02hwFMBCuNqwmxb3tuZYVvaDYzFDtuZH65hvxj51aJTVTFieMgk19V6GCrMeRjqeJxl
8/4/2025 22:00,Photos,"🇵🇭 LABAN PILIPINAS! 🏀

Mark your calendars, mga Kababayan! 💪

📅 FIBA Asia Cup 2025 Schedule
🔥 August 6 – 🇵🇭 Philippines vs. Chinese Taipei
🔥 August 7 – 🇵🇭 Philippines vs. New Zealand
🔥 August 9 – 🇵🇭 Philippines vs. Iraq

Suportahan natin ang Gilas Pilipinas sa kanilang laban para sa bayan!

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",312,101,19,432,30505,https://www.facebook.com/Juan365officialpage/posts/pfbid0283uJnm464sJ3n4bwNc4NS1L4AxB2kHkCVuA4a1FJzmDWRfnCVrJTYmLvThL1Kq4xl
8/3/2025 19:00,Photos,"🇵🇭 LAKAS NG BAYAN. PUSO NG PILIPINAS 🇵🇭 

Narito na ang opisyal na #GilasPilipinas roster na lalaban para sa ating bandera! 💪🔥

Handa na ba kayong sumigaw ng PUSO sa bawat laro? 💙❤️💛

Sabay-sabay natin silang suportahan—dahil sa bawat laban, kasama ang everyJUAN. 🙌

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",341,66,24,431,40119,https://www.facebook.com/Juan365officialpage/posts/pfbid0yhfYsNCVWxzDAppB1Erk1bBjcBdFJWz1nGkbeeUqqhgfwSxcGt8gs1tXbXZ1Sy3rl
8/5/2025 19:14,Photos,"🇵🇭 Gilas Pilipinas 87 – 95 🇹🇼 Chinese Taipei

Matinding bakbakan hanggang huli! Gilas Pilipinas showed grit and puso — ready na para bumawi! 💙❤️

📅 Next game: Aug 7 vs. New Zealand 🥶

A must-watch battle for redemption — support our kababayan, Juankada! 🔥 

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan #JuanSports",299,119,11,429,38227,https://www.facebook.com/Juan365officialpage/posts/pfbid0ACJ49HskbAjZ5pQVPKyaDapjMcqB4bQ7SLUwk3LYq2buKPuHWLkAfdTs6psz6u7ql
11/15/2025 16:00,Photos,"Kalma muna, Juankada. Relax mode on — kasi deserve natin ‘to 💆‍♀️☀️

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",241,135,50,426,10329,https://www.facebook.com/Juan365officialpage/posts/pfbid027mjsZzzYWReCa96MsuKpEbQU2BPXnQ4Y1RHCzrtd4h5kgdze4A5X5G3jLQwBVfMWl
8/12/2025 22:00,Photos,"𝗪𝗜𝗡 𝗢𝗥 𝗚𝗢 𝗛𝗢𝗠𝗘! 🔥

Quarterfinal Showdown – Who’s got the bigger bite?

🇵🇭 𝗣𝗛𝗜𝗟𝗜𝗣𝗣𝗜𝗡𝗘𝗦 𝘃𝘀. 𝗔𝗨𝗦𝗧𝗥𝗔𝗟𝗜𝗔 🇦🇺

📅 𝗪𝗲𝗱, 𝗔𝘂𝗴 𝟭𝟯
🕖 𝟳:𝟬𝟬 𝗣𝗠
📍 𝗝𝗲𝗱𝗱𝗮𝗵, 𝗦𝗮𝘂𝗱𝗶 𝗔𝗿𝗮𝗯𝗶𝗮

Expect thunderous dunks, sniper threes, and defense na parang pader.
Walang atrasan, walang preno—sa gabing ito, bawat segundo, mahalaga.

Brace yourself, Juankada! History is about to be written. 𝗔𝗯𝗮𝗻𝗴𝗮𝗻! 🫣

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan #JuanSports",295,89,41,425,23641,https://www.facebook.com/Juan365officialpage/posts/pfbid0CWqkKk4zWDH2kLFAhUZhMNVbgZ85gSAMZKRE62iEzMRqU4QC2Kgg2T75RpNpegMml
7/25/2025 22:01,Photos,"BEERacle run complete! Congratulations, San Miguel Beermen! Balik sa trono ng Philippine Cup! Game 6 sealed with a ‘cheers.’ 🍻🏆

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan #PBA",358,44,18,420,28392,https://www.facebook.com/Juan365officialpage/posts/pfbid02ZKW7ToEgdGKgyUsprQaYkzox3HoanZpNvCjSDtxo4YDuLSk2sNsz8J79MMWzd611l
9/12/2025 21:00,Photos,"Konting konti na lang... konting gapang na lang...

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",272,120,27,419,21805,https://www.facebook.com/Juan365officialpage/posts/pfbid0wCdkWDune4qYBLMPYwXtZDxhXjq3m1at8K9Cup2EowKvdyobE6CNVLDCJT7B3CJXl
7/23/2025 0:01,Photos,"Stay safe this typhoon season! 🌧️ Here are 5 important tips to keep you and your family safe.

Stay prepared, stay dry, stay alert—everyJuan. 💙☔

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",346,46,26,418,24565,https://www.facebook.com/Juan365officialpage/posts/pfbid0D7F3LpT6n7n3rXoRpFwy3Gx6HKymyGCFdSyM86udrjM3nNx1x9AMt9zpwVLMvGgMl
8/11/2025 12:14,Photos,"PLAYER OF THE GAME 🔥

🇵🇭 JUSTIN BROWNLEE — 29 PTS | 4 REBS | 5 AST

Parang walang preno si BROWNLEE sa pagbibigay ng apoy sa Gilas! 🔥🏀

Sa bawat tira at pasa, tinulungan niyang siguruhin ang ating tiket papuntang QUARTERFINALS! 💪🇵🇭

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan #JuanSports",330,59,29,418,26203,https://www.facebook.com/Juan365officialpage/posts/pfbid0UVvgPReuGmqi7i9n9iBsagMrhpq4Sw1HV639kgqPvuUgJ1miWYTNvHGFaiZeD3S8l
7/19/2025 4:00,Photos,"Pusong Palaban. Tatlong Kampeon ng Bayan.
Witness Pacquiao, Magsayo, and Marcial as they represent the Philippines on the global stage this July 20, 2025!
🇵🇭 Pacquiao vs Barrios
🇵🇭 Magsayo vs Mata
🇵🇭 Marcial vs Joseph

Laban para sa Bayan. Laban ng Tunay na Kampeon!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",326,59,28,413,30848,https://www.facebook.com/Juan365officialpage/posts/pfbid02HPatwEBLcra416C5rVmSFstQ6fWGYbKZwCwcdQH9VmN7x4tfimkDw7gUmU57Jgskl
7/19/2025 19:00,Photos,"📲✅ Naka-KYC ka na ba?
Secure your account and game with confidence.
Don’t worry—madali lang! 👇

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",222,173,18,413,17871,https://www.facebook.com/Juan365officialpage/posts/pfbid02a2TQaZd4vhbQgkjZji7gBeGfMcSe2a3BcPgPxkRT7wpYDRNdK4mkME157HHdxhERl
6/23/2025 21:25,Photos,"Game na game na, Regada! 🕺💃

Tara na't makisaya sa basaan, everyJuan! 💦

#Juan365 #Juan365PH #AllInJuanSaSaya #Juan365xRegada #Regada2025 #JuanKada",306,50,56,412,17145,https://www.facebook.com/Juan365officialpage/posts/pfbid02scUjQiVBjmnqooyi6FWTZ8WTVj8o8jzwK9fruRspScB7LdxqeWuDk2MhgcoRUaNWl
8/29/2025 8:00,Photos,"Juankadaaa! 👻
Ghost Month na! 😱 May kakaibang experience ka na ba? Share mo na!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",240,152,18,410,19338,https://www.facebook.com/Juan365officialpage/posts/pfbid0V9iHQK9peUtc74nPbj9PT8SyDdGrY8uiGzVjfz2nEddSdMyZBiCY9zR4xyrkLvVMl
5/7/2025 1:25,Photos,"Pag legit ang hanap mo, Juan ang sagot mo! Worry free ka dito 💯👌!  

ⓕ https://www.facebook.com/Juan365officialpage/
ꚠ https://www.tiktok.com/@juan365_philippines
🅾 https://www.instagram.com/juan365official/
𝕏 https://x.com/Juan365official
▶️ https://www.youtube.com/@Juan365Philippine

#Juan365 #Juan365PH #JuanCares #PinoyAngNoJuan #GamingForEveryJuan #JuanderfulsaPanalo #JuanBigwin #SulitKayJuan #LegitSiJuan",273,36,98,407,4434,https://www.facebook.com/Juan365officialpage/posts/pfbid034ajj4hDGFxVk5gv4bWSeQVdnEzdRuXGSKxWxd3GtwWW5RsmYQmD4fx7eqEkXEkJhl
11/20/2025 22:55,Photos,"Ahtisa Manalo finishes as 3rd Runner-Up! 🇵🇭💫
Congratulations, Queen! Thank you for bringing pride to the Philippines and owning the global stage with grace. 👑❤️
#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #The74thMissUniverse",301,64,38,403,33615,https://www.facebook.com/Juan365officialpage/posts/pfbid02kDiiX3PzxahmJ6KPRF9A6NaHfBTzcjf4hwDhSV4sabGYNtqEDxPC3fECF7kSxCFMl
12/2/2025 22:59,Videos,"Congratulations sa 10 lucky Juankada! Enjoy your 100 FREE Juan365 Credits!

Follow Juan365 para updated ka sa mga susunod na ganap!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",264,97,40,401,8022,https://www.facebook.com/reel/872561911799935/
7/22/2025 3:00,Photos,"Iwas disgrasya, sundin ang paalala! 
Makinig, maghanda, at kumilos ng tama!
Para sa kaligtasan ng everyJuan! 💙🧡

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",358,26,16,400,22267,https://www.facebook.com/Juan365officialpage/posts/pfbid02uzJUWUxmLdh7uRoYmdXxheEcR8GN4ymbYhTJatF2ybzgLWsJuCZ4qoU8ttK7YtBRl
9/6/2025 0:01,Photos,"The rising tennis star from the Philippines has secured her spot in the Guadalajara Open Final!

Tuloy ang laban, Alex! 🇵🇭🙌

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #JuanSports",267,80,47,394,25126,https://www.facebook.com/Juan365officialpage/posts/pfbid0Rcwi5YfVo1jw4FDtU6pjXNSeqV3DcEYiK4KpoJzARgQBoBqePpFhvwDiNuH9k2uVl
8/8/2025 0:47,Photos,"Juankada Survey Muna Tayo! 📊 

Sino sa tingin niyo ang aabante sa FIBA Asia Cup 2025 Qualifiers?

👍 IRAQ – Like kung sila ang bet mo!
❤️ PILIPINAS – Heart kung Gilas all the way ka!

🇮🇶 o 🇵🇭?

Comment mo rin bakit sila ang choice mo! 💬

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan #JuanSports",315,68,8,391,29722,https://www.facebook.com/Juan365officialpage/posts/pfbid033NJ9ijmXczHdxpkury8hfGsSPENxvboVfUrVaJ5vMSTethP6GvGrGsUFRhVzHhTWl
11/20/2025 15:35,Photos,"GCASH SERVICE ADVISORY!

📢 Heads up  JUANKADA!
Some GCash services (Buy Load, Pay Bills, Bank Transfer & QRPH) are currently down due to system updates, and the maintenance will be ongoing until further notice. ⚙️

Please wait patiently while they work on restoring everything ASAP. 🙏

As an alternative, you may use another payment method for now. 💳✨
This will help ensure your transactions proceed smoothly without interruption.

Salamat sa pang unawa Juankada🤝

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",222,140,28,390,18238,https://www.facebook.com/Juan365officialpage/posts/pfbid0KpaPc6SYaT8A4LG8DQZHeUMV1FSKin8gDXP8XJRkEJGJ4pEDr5KeuSFFEaLyUWsfl
6/11/2025 15:00,Photos,"Let’s honor our history and the bravery of those who fought for our freedom. 🫡

Taas noo, Pilipino!

#Juan365  #Juan365PH  #AllInJuanSaSaya",270,54,65,389,6567,https://www.facebook.com/Juan365officialpage/posts/pfbid033Em6Jkh5ZaNa1h714WJ7fnaDpTJSb78TnyQtW5Gsk182SXmQQhBwTDeFm3YxoJ6hl
7/23/2025 8:23,Photos,"🚨 PLAYER OF THE GAME: Brandon Ganuelas-Rosser 💪🔥

Grabe si BGR ngayong Game 5! 🔥
Nagpakitang-gilas with 18 points, 5 rebounds at 5 matitinding blocks para sa TNT Tropang Giga! 🧱💥

Depensa, opensa, at puso — kompleto rekado!
Iba ang energy, iba ang impact. Pang-finals talaga! 🏀🙌

#PBAFinals #BrandonGanuelasRosser #Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan #JuanSports",351,21,13,385,24452,https://www.facebook.com/Juan365officialpage/posts/pfbid02Mr5v2wdt4xTRG7R25QpiYrwjxBJrux2DfJeGpiL8cTLgVQ64Gz28D7WiQEZMCLKyl
8/6/2025 19:00,Photos,"TIME TO BOUNCE BACK! 🏀💥

Gilas Pilipinas is ready to strike back stronger than ever! 💙❤️

📅 August 7 • Thursday
🆚 🇳🇿 New Zealand 
⏰ 11:00 PM (PH Time)

Hindi pa tapos ang laban — this is redemption time, Pilipinas! 🇵🇭

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",299,71,12,382,29703,https://www.facebook.com/Juan365officialpage/posts/pfbid02V3pBG9Vq5mNMRS9eccjfXvuYAskC5LxJcDMChKBXAC7bKStXWNBgvJEiaShbnJPUl
5/4/2025 23:59,Photos,"Mainit ba? Mas mainit ang panalo kay Juan! 🥳🏝🏖🌴🤑

ⓕ https://www.facebook.com/Juan365officialpage/
ꚠ https://www.tiktok.com/@juan365_philippines
🅾 https://www.instagram.com/juan365official/
𝕏 https://x.com/Juan365official
▶️ https://www.youtube.com/@Juan365Philippine

#Juan365 #Juan365PH #JuanCares #PinoyAngNoJuan #GamingForEveryJuan #JuanderfulsaPanalo #JuanBigwin #SulitSiJuan",265,29,86,380,2175,https://www.facebook.com/Juan365officialpage/posts/pfbid0bo7dKXcUrypr5kgJVATKX1tZkowt7ujzV1N25TMQXwu2qJRt4cC5rR3M5tyZtCrol
9/13/2025 5:00,Photos,"Kung makakasama mo sina James, Loisa, David at Dennis sa isang photo, anong pose ang gagawin mo? I-comment mo na ang best pic mo below na kasama sila!

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",255,88,36,379,19959,https://www.facebook.com/Juan365officialpage/posts/pfbid0YtVeGcJTTpVaqqFaFBHj5zNL68GBpt9NjPrvTVM8CypSsHjDnvayRTcoBdfGtX2Pl
7/14/2025 0:01,Photos,"Si Juan, hindi basta laro lang—may isip, may diskarte. 🎯
Alam niya kung kailan sapat na, at kung kailan dapat mag-pause. ⏸️
Play smart, everyJuan—’yun ang tunay na solid. 🎮✅

Juan365 reminds you: Keep it fun, keep it safe, everyJUAN.

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",246,101,32,379,17973,https://www.facebook.com/Juan365officialpage/posts/pfbid0v84GA6Svgk46y8ChdHWrCtzUK1VsebxTtqzvVmqvx9HAieccfFvms3yybg6VCne9l
